path,label,score,dataset
data/pairs_1000_eval/real/pair_0001_ADM.JPEG,0,0.008500218391418457,ADM
data/pairs_1000_eval/real/pair_0002_ADM.JPEG,0,0.0027289390563964844,ADM
data/pairs_1000_eval/real/pair_0003_ADM.JPEG,0,0.004196763038635254,ADM
data/pairs_1000_eval/real/pair_0004_ADM.JPEG,0,0.0016198158264160156,ADM
data/pairs_1000_eval/real/pair_0005_ADM.JPEG,0,0.006307840347290039,ADM
data/pairs_1000_eval/real/pair_0006_ADM.JPEG,0,0.002269566059112549,ADM
data/pairs_1000_eval/real/pair_0007_ADM.JPEG,0,0.04124259948730469,ADM
data/pairs_1000_eval/real/pair_0008_ADM.JPEG,0,0.0033971667289733887,ADM
data/pairs_1000_eval/real/pair_0009_ADM.JPEG,0,0.001247704029083252,ADM
data/pairs_1000_eval/real/pair_0010_ADM.JPEG,0,0.0032273530960083008,ADM
data/pairs_1000_eval/real/pair_0011_ADM.JPEG,0,0.006037473678588867,ADM
data/pairs_1000_eval/real/pair_0012_ADM.JPEG,0,0.011800765991210938,ADM
data/pairs_1000_eval/real/pair_0013_ADM.JPEG,0,0.002976536750793457,ADM
data/pairs_1000_eval/real/pair_0014_ADM.JPEG,0,0.002388596534729004,ADM
data/pairs_1000_eval/real/pair_0015_ADM.JPEG,0,0.01848423480987549,ADM
data/pairs_1000_eval/real/pair_0016_ADM.JPEG,0,0.003014206886291504,ADM
data/pairs_1000_eval/real/pair_0017_ADM.JPEG,0,0.0040520429611206055,ADM
data/pairs_1000_eval/real/pair_0018_ADM.JPEG,0,0.006951808929443359,ADM
data/pairs_1000_eval/real/pair_0019_ADM.JPEG,0,0.008739590644836426,ADM
data/pairs_1000_eval/real/pair_0020_ADM.JPEG,0,0.0103263258934021,ADM
data/pairs_1000_eval/real/pair_0021_ADM.JPEG,0,0.005982041358947754,ADM
data/pairs_1000_eval/real/pair_0022_ADM.JPEG,0,0.006257057189941406,ADM
data/pairs_1000_eval/real/pair_0023_ADM.JPEG,0,0.0014839768409729004,ADM
data/pairs_1000_eval/real/pair_0024_ADM.JPEG,0,0.0045983195304870605,ADM
data/pairs_1000_eval/real/pair_0025_ADM.JPEG,0,0.013278961181640625,ADM
data/pairs_1000_eval/real/pair_0026_ADM.JPEG,0,0.016644001007080078,ADM
data/pairs_1000_eval/real/pair_0027_ADM.JPEG,0,0.0034197568893432617,ADM
data/pairs_1000_eval/real/pair_0028_ADM.JPEG,0,0.0008575320243835449,ADM
data/pairs_1000_eval/real/pair_0029_ADM.JPEG,0,0.009892940521240234,ADM
data/pairs_1000_eval/real/pair_0030_ADM.JPEG,0,0.006215035915374756,ADM
data/pairs_1000_eval/real/pair_0031_ADM.JPEG,0,0.001329183578491211,ADM
data/pairs_1000_eval/real/pair_0032_ADM.JPEG,0,0.006177842617034912,ADM
data/pairs_1000_eval/real/pair_0033_ADM.JPEG,0,0.009717762470245361,ADM
data/pairs_1000_eval/real/pair_0034_ADM.JPEG,0,0.005257248878479004,ADM
data/pairs_1000_eval/real/pair_0035_ADM.JPEG,0,0.002859354019165039,ADM
data/pairs_1000_eval/real/pair_0036_ADM.JPEG,0,0.004016518592834473,ADM
data/pairs_1000_eval/real/pair_0037_ADM.JPEG,0,0.001401066780090332,ADM
data/pairs_1000_eval/real/pair_0038_ADM.JPEG,0,0.0013753771781921387,ADM
data/pairs_1000_eval/real/pair_0039_ADM.JPEG,0,0.0076225996017456055,ADM
data/pairs_1000_eval/real/pair_0040_ADM.JPEG,0,0.004010796546936035,ADM
data/pairs_1000_eval/real/pair_0041_ADM.JPEG,0,0.011962056159973145,ADM
data/pairs_1000_eval/real/pair_0042_ADM.JPEG,0,0.006765782833099365,ADM
data/pairs_1000_eval/real/pair_0043_ADM.JPEG,0,0.0018290281295776367,ADM
data/pairs_1000_eval/real/pair_0044_ADM.JPEG,0,0.004622101783752441,ADM
data/pairs_1000_eval/real/pair_0045_ADM.JPEG,0,0.022067487239837646,ADM
data/pairs_1000_eval/real/pair_0046_ADM.JPEG,0,0.0038983821868896484,ADM
data/pairs_1000_eval/real/pair_0047_ADM.JPEG,0,0.001050710678100586,ADM
data/pairs_1000_eval/real/pair_0048_ADM.JPEG,0,0.0037649869918823242,ADM
data/pairs_1000_eval/real/pair_0049_ADM.JPEG,0,0.009431838989257812,ADM
